gene_id,gene_name,gene_type,Pat1,Pat2,Pat3,Pat4,Pat5,Pat6,Pat7,Pat8,Pat9,Pat10
ENSG00000235602,POU5F1P3,processed_pseudogene,26,12,10,21,16,22,10,53,34,20
ENSG00000235605,AL355472.1,processed_pseudogene,15,17,29,26,18,16,20,12,11,16
ENSG00000235606,AK4P6,processed_pseudogene,1,1,0,0,0,0,1,1,2,0
ENSG00000235608,NKX1-1,protein_coding,0,1,0,1,0,0,0,1,0,1
ENSG00000235609,AF127577.4,lncRNA,245,37,57,144,0,157,569,68,221,47
ENSG00000235610,AC013448.2,lncRNA,0,0,0,1,0,0,0,0,0,0
ENSG00000235612,AL353681.1,lncRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000235613,NSRP1P1,processed_pseudogene,64,32,76,42,56,82,67,58,82,65
ENSG00000235615,AJ239322.1,lncRNA,0,0,1,0,0,1,0,0,1,0
ENSG00000235616,ST13P2,processed_pseudogene,0,0,0,1,2,1,1,1,0,2
ENSG00000235617,AC016027.4,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000235618,FAM21EP,transcribed_unprocessed_pseudogene,29,48,20,24,26,17,8,15,6,21
ENSG00000235619,RPL36AP33,processed_pseudogene,16,16,34,16,21,25,22,5,26,28
ENSG00000235620,AC020743.3,lncRNA,1,3,0,0,0,0,1,0,2,0
ENSG00000235621,LINC00494,lncRNA,5,146,1,6,5,6,95,240,23,50
ENSG00000235623,OR7E110P,unprocessed_pseudogene,0,0,0,0,2,0,0,0,0,1
ENSG00000235625,AL138957.1,lncRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000235626,KRT18P66,processed_pseudogene,0,0,0,0,1,0,0,0,0,0
ENSG00000235627,SNRPFP4,processed_pseudogene,3,11,9,5,2,2,7,3,1,10
ENSG00000235628,TNR-IT1,lncRNA,3,0,0,0,0,0,0,0,0,0
ENSG00000235629,AC090952.1,lncRNA,2,1,2,0,1,1,3,3,5,2
ENSG00000235631,RNF148,protein_coding,1,0,0,0,0,0,3,2,0,0
ENSG00000235635,AC016644.1,lncRNA,10,9,16,10,13,9,22,10,13,15
ENSG00000235636,NUS1P1,processed_pseudogene,24,42,39,25,51,33,47,60,27,18
ENSG00000235637,AC069023.1,lncRNA,0,0,0,4,2,0,0,3,2,0
ENSG00000235638,MTND6P14,processed_pseudogene,0,0,0,1,0,0,0,0,1,1
ENSG00000235639,AC002069.3,processed_pseudogene,0,0,0,0,0,1,0,2,0,0
ENSG00000235640,ELOAP1,processed_pseudogene,6,0,3,9,1,28,87,17,22,1
ENSG00000235641,LINC00484,lncRNA,58,54,7,11,42,10,30,18,140,26
ENSG00000235642,PTP4A1P5,processed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000235643,LINC01647,lncRNA,0,2,1,0,1,0,1,0,0,1
ENSG00000235644,RPL10P5,processed_pseudogene,8,9,19,3,7,13,4,7,8,5
ENSG00000235645,LINC02651,lncRNA,0,0,0,0,0,0,0,1,0,0
ENSG00000235646,MTND1P2,unprocessed_pseudogene,3,0,5,0,0,1,1,3,1,1
ENSG00000235647,MTFR2P2,processed_pseudogene,0,0,1,0,0,0,1,0,0,0
ENSG00000235649,MXRA5Y,unprocessed_pseudogene,1,1,0,0,0,0,0,4,0,2
ENSG00000235651,G3BP1P1,processed_pseudogene,12,20,23,12,29,16,26,17,11,19
ENSG00000235652,FBXO30-DT,lncRNA,247,226,218,285,287,301,472,338,154,293
ENSG00000235653,AC007253.1,processed_pseudogene,1,0,0,17,1,0,0,0,0,0
ENSG00000235655,H3P6,processed_pseudogene,342,430,192,369,195,341,212,507,46,123
ENSG00000235656,RPL36P18,processed_pseudogene,0,1,0,0,1,0,0,0,0,0
ENSG00000235659,AL391987.4,lncRNA,1,0,0,0,0,0,4,1,1,0
ENSG00000235660,LINC00345,lncRNA,13,16,6,10,4,2,14,7,0,12
ENSG00000235661,MIR670HG,lncRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000235663,SAPCD1-AS1,lncRNA,2,1,4,0,2,0,0,1,0,1
ENSG00000235665,LINC00298,lncRNA,24,1,6,6,6,0,26,18,48,2
ENSG00000235669,CHN2-AS1,lncRNA,24,7,3,65,191,7,60,40,16,5
ENSG00000235670,RPL21P40,processed_pseudogene,3,2,1,2,2,2,3,4,2,2
ENSG00000235672,AC090286.3,transcribed_processed_pseudogene,10,29,39,10,25,32,29,23,21,27
ENSG00000235673,AL929472.4,processed_pseudogene,12,18,5,8,16,11,11,12,17,18
ENSG00000235674,LDHAP2,processed_pseudogene,45,192,26,33,141,23,10,81,28,150
ENSG00000235677,NPM1P26,processed_pseudogene,83,98,42,53,67,50,98,140,88,60
ENSG00000235678,OR5AN2P,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000235679,AL161651.1,processed_pseudogene,0,0,0,0,0,0,0,0,1,1
ENSG00000235681,AC245884.3,processed_pseudogene,33,38,83,38,48,61,88,45,61,87
ENSG00000235683,AC018442.1,processed_pseudogene,39,18,29,12,14,21,21,27,23,24
ENSG00000235685,AC092473.1,processed_pseudogene,1,1,0,2,0,0,0,4,1,0
ENSG00000235686,PPIAP20,processed_pseudogene,9,3,22,16,22,12,22,10,13,13
ENSG00000235687,LINC00993,transcribed_unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000235688,SNTG2-AS1,lncRNA,1,0,0,0,1,1,8,2,2,1
ENSG00000235689,AC253536.4,unprocessed_pseudogene,0,1,0,0,0,0,0,1,2,0
ENSG00000235690,CUBNP3,unprocessed_pseudogene,0,1,28,0,6,0,0,3,0,0
ENSG00000235695,HIGD2AP2,processed_pseudogene,3,12,34,5,12,21,19,15,22,9
ENSG00000235698,PA2G4P2,processed_pseudogene,11,6,19,4,9,9,7,7,3,6
ENSG00000235699,CXorf51B,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000235700,CYCSP52,processed_pseudogene,16,10,10,1,9,6,10,32,19,6
ENSG00000235701,PCBP2P1,processed_pseudogene,38,21,6,19,16,9,18,20,17,22
ENSG00000235703,LINC00894,lncRNA,285,419,342,474,678,532,625,544,210,763
ENSG00000235705,AL133481.2,transcribed_processed_pseudogene,0,27,1,1,2,2,1,2,0,0
ENSG00000235706,DICER1-AS1,lncRNA,158,100,114,226,105,130,153,73,65,167
ENSG00000235707,AL158073.1,processed_pseudogene,3,0,1,0,0,0,1,1,0,0
ENSG00000235710,TRIM67-AS1,lncRNA,1,0,0,0,0,0,0,0,0,0
ENSG00000235711,ANKRD34C,protein_coding,0,0,0,0,0,0,0,0,0,3
ENSG00000235713,AC004522.2,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000235716,KRT18P46,processed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000235717,DPP10-AS2,lncRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000235718,MFRP,protein_coding,1,0,4,3,0,29,0,0,1,3
ENSG00000235720,GABPAP,processed_pseudogene,3,2,1,2,2,3,1,4,0,1
ENSG00000235721,AC013268.3,processed_pseudogene,0,0,0,0,0,0,1,1,4,0
ENSG00000235724,AC009299.2,lncRNA,53,40,7,58,58,21,61,99,19,55
ENSG00000235725,AC007389.2,lncRNA,1,3,0,1,0,2,1,0,0,3
ENSG00000235726,AC010148.1,lncRNA,1,1,1,3,4,2,42,4,18,1
ENSG00000235728,AC007349.3,lncRNA,4,2,7,4,7,9,39,3,8,18
ENSG00000235729,AL500522.2,processed_pseudogene,0,0,1,0,0,0,0,0,0,0
ENSG00000235730,OR2AF1P,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000235731,LINC02250,lncRNA,36,17,18,46,29,46,34,22,19,57
ENSG00000235734,HMGN1P36,processed_pseudogene,41,14,14,14,10,24,15,33,9,21
ENSG00000235735,RPL7AP72,processed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000235736,AL031275.1,lncRNA,0,0,0,0,1,1,0,0,1,0
ENSG00000235737,TRIM60P19,processed_pseudogene,0,0,0,0,2,0,1,1,0,0
ENSG00000235738,AC092647.4,processed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000235740,PHACTR2-AS1,lncRNA,80,319,46,201,348,167,225,141,60,305
ENSG00000235741,LINC02784,lncRNA,0,0,0,0,0,1,0,0,0,1
ENSG00000235742,AC012308.1,processed_pseudogene,0,1,0,0,0,2,0,2,0,0
ENSG00000235743,AL139231.1,lncRNA,0,0,0,0,0,0,0,1,0,0
ENSG00000235746,CTBP2P2,processed_pseudogene,4,0,0,0,2,1,3,2,0,0
ENSG00000235748,SEPTIN14P12,processed_pseudogene,6,2,3,2,2,2,2,9,3,7
ENSG00000235749,AL390860.1,lncRNA,3,0,16,9,9,14,19,5,16,6
ENSG00000235750,KIAA0040,protein_coding,717,1108,1504,980,1237,2520,1794,2980,693,849
ENSG00000235756,AC098657.1,processed_pseudogene,0,0,0,0,0,2,0,0,0,1
ENSG00000235759,ARHGAP42P3,processed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000235760,MSH2-OT1,lncRNA,16,2,13,57,15,46,59,15,31,80
ENSG00000235761,MTCO3P46,processed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000235763,SNRPGP5,processed_pseudogene,6,4,7,0,9,33,4,6,6,5
ENSG00000235768,BRD7P5,processed_pseudogene,2,1,1,1,3,1,1,2,1,0
ENSG00000235770,LINC00607,lncRNA,2,16,1,4,2,3,13,5,5,4
ENSG00000235772,AP001625.2,lncRNA,297,39,106,113,24,112,276,53,100,199
ENSG00000235774,AC023347.1,lncRNA,0,0,0,0,1,0,0,0,0,0
ENSG00000235775,AC063976.4,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000235776,AC000089.1,processed_pseudogene,49,179,110,63,168,85,37,46,35,51
ENSG00000235777,DPYD-AS2,lncRNA,17,34,8,12,14,8,23,11,18,22
ENSG00000235778,AC130360.1,unprocessed_pseudogene,0,1,0,0,0,0,0,1,0,0
ENSG00000235779,AC079779.3,lncRNA,2,3,1,3,1,1,8,9,4,1
ENSG00000235780,USP17L27,protein_coding,0,0,0,0,0,0,0,0,0,0
ENSG00000235781,LINC02569,lncRNA,34,5,30,45,12,89,19,28,21,9
ENSG00000235782,AL031429.1,lncRNA,1,0,0,3,1,1,0,4,0,0
ENSG00000235784,HNRNPA1P29,processed_pseudogene,31,1,0,1,0,0,2,6,0,0
ENSG00000235785,AL109767.1,lncRNA,19,5,10,4,2,25,80,29,3,9
ENSG00000235786,ZNRF3-IT1,lncRNA,6,4,19,3,4,17,18,12,12,13
ENSG00000235787,RPL35AP8,processed_pseudogene,2,0,0,2,3,1,1,3,0,0
ENSG00000235790,PEF1-AS1,lncRNA,8,7,9,1,0,4,9,10,7,10
ENSG00000235794,MTND3P21,unprocessed_pseudogene,2,0,0,0,2,0,2,1,1,1
ENSG00000235795,AC093157.2,lncRNA,15,30,16,17,37,35,16,26,28,18
ENSG00000235797,AL160275.2,processed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000235802,HCFC1-AS1,lncRNA,8,11,11,12,9,24,8,17,20,5
ENSG00000235803,MTCO2P23,processed_pseudogene,0,0,0,0,0,6,0,0,0,0
ENSG00000235804,AL357078.1,processed_pseudogene,0,1,0,0,0,2,1,0,0,2
ENSG00000235805,SOCS5P3,processed_pseudogene,0,0,0,0,0,0,0,1,0,0
ENSG00000235806,AF241728.1,lncRNA,8,8,23,22,10,26,33,46,12,17
ENSG00000235808,MYL6P2,processed_pseudogene,4,4,1,0,3,2,5,2,1,2
ENSG00000235810,AL731534.1,processed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000235811,AL691482.2,processed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000235812,ADAM21P1,transcribed_processed_pseudogene,1,2,0,0,1,1,1,4,0,2
ENSG00000235813,AL672032.1,lncRNA,1,0,1,0,2,0,2,0,0,0
ENSG00000235815,AL136099.1,lncRNA,0,0,2,0,0,0,0,0,0,0
ENSG00000235816,PRELID1P3,processed_pseudogene,9,95,30,15,38,22,43,18,45,72
ENSG00000235817,AL158214.1,processed_pseudogene,0,0,1,1,0,1,2,3,0,0
ENSG00000235818,VN1R17P,processed_pseudogene,0,2,0,0,0,0,1,2,16,2
ENSG00000235819,AL158828.1,lncRNA,0,0,0,0,0,0,1,0,0,0
ENSG00000235820,AL109935.1,lncRNA,10,21,9,8,13,17,29,46,25,16
ENSG00000235821,IFITM4P,processed_pseudogene,14,8,7,8,2,5,15,11,2,18
ENSG00000235823,OLMALINC,lncRNA,330,95,204,208,124,183,534,138,212,181
ENSG00000235824,LINC00837,lncRNA,1,0,5,0,0,3,2,0,1,2
ENSG00000235827,TUBB8P9,unprocessed_pseudogene,0,0,0,1,0,0,0,1,0,0
ENSG00000235828,RPL36AP26,processed_pseudogene,7,1,10,7,3,5,4,2,0,2
ENSG00000235829,TBCAP2,processed_pseudogene,2,2,1,2,0,1,3,2,1,2
ENSG00000235830,SRGAP3-AS4,lncRNA,0,3,1,1,0,1,0,2,1,0
ENSG00000235831,BHLHE40-AS1,lncRNA,30,32,57,57,46,69,31,60,68,27
ENSG00000235832,CNN2P3,processed_pseudogene,0,1,0,0,0,0,1,0,0,1
ENSG00000235833,AC017099.1,processed_pseudogene,8,16,28,2,24,1,12,19,5,7
ENSG00000235834,Z93022.1,lncRNA,1,3,0,2,1,1,0,2,0,1
ENSG00000235836,KIF3AP1,processed_pseudogene,0,0,0,0,2,4,3,0,2,0
ENSG00000235837,AC073333.1,lncRNA,55,45,43,54,38,53,66,43,53,25
ENSG00000235838,HSP90AB7P,processed_pseudogene,1,2,0,0,1,5,1,0,0,1
ENSG00000235840,AC012363.2,lncRNA,2,3,5,0,2,1,0,1,4,2
ENSG00000235843,AL390961.2,lncRNA,10,21,21,15,22,14,19,15,9,8
ENSG00000235845,AC098649.1,lncRNA,0,0,0,0,1,0,0,1,1,0
ENSG00000235847,LDHAP7,processed_pseudogene,18,26,6,29,16,11,9,1,10,10
ENSG00000235848,RMDN2-AS1,lncRNA,7,12,2,3,1,1,22,12,3,4
ENSG00000235849,HS6ST2-AS1,lncRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000235852,AC005540.1,lncRNA,53,27,101,17,35,55,58,32,43,21
ENSG00000235855,OR7E145P,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000235857,CTBP2P1,processed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000235858,AL359195.1,lncRNA,0,0,0,0,0,1,0,0,0,0
ENSG00000235859,AC006978.1,processed_pseudogene,676,612,209,545,663,723,479,502,406,529
ENSG00000235861,AC005237.1,processed_pseudogene,0,3,0,1,1,3,2,2,1,3
ENSG00000235862,AL590648.2,lncRNA,1,0,0,0,1,0,0,0,0,0
ENSG00000235863,B3GALT4,protein_coding,172,276,303,150,241,234,157,152,139,232
ENSG00000235864,HSPA8P6,processed_pseudogene,1,2,0,2,2,2,20,0,0,0
ENSG00000235865,GSN-AS1,lncRNA,195,299,75,91,235,106,178,83,297,244
ENSG00000235868,GAPDHP31,processed_pseudogene,1,4,2,2,4,5,0,2,1,2
ENSG00000235869,Z99127.1,processed_pseudogene,25,16,17,12,27,21,31,26,36,25
ENSG00000235871,AC062016.2,processed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000235872,AC078777.1,lncRNA,1,6,2,10,3,5,7,3,10,4
ENSG00000235875,ARHGEF7-AS2,lncRNA,1,0,0,0,0,0,0,0,0,0
ENSG00000235876,FEM1AP4,processed_pseudogene,0,0,0,0,0,1,1,1,1,0
ENSG00000235879,FAR1P1,processed_pseudogene,0,4,1,1,0,1,2,1,0,0
ENSG00000235880,AL158832.1,lncRNA,32,46,71,59,107,58,21,43,22,148
ENSG00000235881,AC114776.1,lncRNA,0,0,0,0,0,1,1,1,0,0
ENSG00000235884,LINC00941,lncRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000235885,LINC01828,lncRNA,5,2,1,1,0,0,10,1,2,1
ENSG00000235886,AC006055.1,lncRNA,0,0,0,0,0,1,0,0,0,1
ENSG00000235887,LINC02799,lncRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000235888,AF064858.1,lncRNA,1012,111,17,1033,116,58,189,77,793,99
ENSG00000235890,TSPEAR-AS1,lncRNA,18,151,1,0,2,1,4,43,5,1
ENSG00000235892,PKMP2,processed_pseudogene,3,2,0,0,2,1,0,2,0,1
ENSG00000235893,BX284632.1,processed_pseudogene,1,0,1,0,0,0,0,0,1,0
ENSG00000235895,AC010154.1,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000235897,TM4SF19-AS1,lncRNA,10,25,32,42,16,9,24,10,6,45
ENSG00000235899,LINC01564,lncRNA,1,14,0,0,0,0,1,3,0,1
ENSG00000235901,AL442644.1,processed_pseudogene,0,0,0,0,0,1,0,0,0,0
ENSG00000235902,AC108472.1,lncRNA,0,0,0,1,0,0,1,0,0,0
ENSG00000235903,CPB2-AS1,lncRNA,131,264,52,106,150,79,225,227,264,134
ENSG00000235904,RBMS3-AS3,lncRNA,1,3,1,0,0,1,3,2,1,1
ENSG00000235907,AC115285.1,processed_pseudogene,1,3,0,0,5,2,0,0,1,6
ENSG00000235908,RHOA-IT1,lncRNA,45,125,104,77,157,80,97,71,203,198
ENSG00000235910,APOA1-AS,lncRNA,41,59,42,50,96,40,120,58,76,62
ENSG00000235911,AC019055.1,lncRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000235912,AL031729.1,processed_pseudogene,3,10,11,6,6,8,4,2,3,3
ENSG00000235914,MACROD2-AS1,lncRNA,15,5,0,0,0,0,10,7,0,4
ENSG00000235916,MRPS18CP7,processed_pseudogene,1,1,2,3,2,1,0,3,1,1
ENSG00000235917,MTCO2P11,unprocessed_pseudogene,57,169,70,80,63,76,65,163,36,73
ENSG00000235919,ASH1L-AS1,lncRNA,121,67,84,119,91,89,103,114,92,121
ENSG00000235920,THRAP3P3,processed_pseudogene,0,1,1,0,5,39,6,2,0,12
ENSG00000235922,AL354766.1,processed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000235924,ZNRF2P3,processed_pseudogene,0,1,0,0,0,0,0,0,0,0
ENSG00000235926,RPS29P15,processed_pseudogene,0,0,2,0,2,2,0,1,0,0
ENSG00000235927,NEXN-AS1,lncRNA,11,37,62,23,25,34,34,24,44,16
ENSG00000235929,TPT1P14,processed_pseudogene,5,2,6,6,8,8,5,2,3,2
ENSG00000235930,HSPE1P12,processed_pseudogene,0,0,2,0,0,0,0,0,0,0
ENSG00000235931,LINC01553,lncRNA,0,0,3,0,0,1,0,1,1,0
ENSG00000235932,AL359955.2,processed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000235933,LINC01779,lncRNA,0,0,0,0,1,0,1,1,0,0
ENSG00000235934,AC007405.2,lncRNA,20,0,1,1,1,0,11,98,3,3
ENSG00000235937,RPL21P30,processed_pseudogene,31,34,95,64,69,122,99,50,38,104
ENSG00000235939,AL138760.1,lncRNA,0,0,0,0,0,4,4,1,3,2
ENSG00000235940,MTND1P21,processed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000235942,LCE6A,protein_coding,0,0,0,0,1,0,0,0,0,0
ENSG00000235943,TMEM212-IT1,lncRNA,0,3,0,0,0,0,0,0,0,0
ENSG00000235944,ZNF815P,transcribed_unprocessed_pseudogene,171,157,165,143,124,335,141,69,63,100
ENSG00000235945,AC002543.1,processed_pseudogene,128,340,94,76,185,166,136,74,136,97
ENSG00000235946,H2BW3P,processed_pseudogene,1,0,1,9,1,3,7,2,0,4
ENSG00000235947,EGOT,lncRNA,60,96,106,83,28,75,84,66,104,68
ENSG00000235951,AC009965.2,processed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000235954,TTC28-AS1,lncRNA,966,614,596,635,678,702,850,825,1343,697
ENSG00000235955,CICP20,processed_pseudogene,1,1,0,2,2,1,4,1,2,1
ENSG00000235957,COX7CP1,processed_pseudogene,16,14,25,9,13,11,14,10,12,8
ENSG00000235958,UBOX5-AS1,lncRNA,81,93,61,79,94,109,137,93,92,88
ENSG00000235959,AC009237.6,processed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000235961,PNMA6A,protein_coding,38,63,34,30,14,21,52,19,13,16
ENSG00000235962,RPL7AP53,processed_pseudogene,4,7,9,9,16,21,10,8,3,9
ENSG00000235963,MCCD1P1,unprocessed_pseudogene,8,2,2,9,0,1,11,2,3,6
ENSG00000235964,FXYD6P2,processed_pseudogene,0,0,0,0,0,1,1,0,0,4
ENSG00000235965,AP000431.2,lncRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000235967,COX5BP3,processed_pseudogene,21,34,16,25,37,30,16,22,17,23
ENSG00000235968,FBXL12P1,processed_pseudogene,0,0,0,0,0,1,0,1,0,0
ENSG00000235969,CHEK2P4,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000235972,AL355497.2,lncRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000235974,VN2R19P,unitary_pseudogene,17,3,3,5,0,1,6,12,5,1
ENSG00000235975,Z83313.1,processed_pseudogene,4,0,0,0,20,1,1,0,0,0
ENSG00000235976,H2BP8,processed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000235978,AC018816.1,lncRNA,50,45,26,50,14,59,43,49,102,33
ENSG00000235979,AC004448.2,lncRNA,1,6,3,1,2,4,4,1,2,2
ENSG00000235981,AC023274.2,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000235984,GPC5-AS1,lncRNA,0,0,0,0,0,0,26,0,1,0
ENSG00000235988,AC245100.5,processed_pseudogene,2,3,2,1,1,5,3,4,2,6
ENSG00000235989,MORC2-AS1,lncRNA,88,52,43,86,31,74,54,54,61,57
ENSG00000235990,RPL23AP20,processed_pseudogene,2,4,2,11,3,4,5,10,0,5
ENSG00000235991,BX293995.1,unprocessed_pseudogene,0,1,0,0,1,1,0,0,0,2
ENSG00000235992,GRAMD4P2,processed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000235993,AC007559.1,processed_pseudogene,0,0,4,0,0,2,1,0,0,0
ENSG00000235994,HGC6.3,lncRNA,2,0,28,0,0,9,4,1,0,0
ENSG00000235995,UBE2V1P6,processed_pseudogene,0,0,0,0,0,0,1,0,0,0
ENSG00000235996,AL136090.1,lncRNA,1,1,23,3,26,11,5,36,5,7
ENSG00000235997,LINC01936,lncRNA,0,0,0,0,1,2,4,4,0,1
ENSG00000235998,TAAR7P,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000236003,AC007731.3,lncRNA,42,63,31,31,46,60,42,31,51,68
ENSG00000236004,AL139156.3,processed_pseudogene,4,3,0,0,8,1,6,3,1,11
ENSG00000236005,AL389915.1,processed_pseudogene,1,1,1,0,2,1,0,0,1,0
ENSG00000236007,MTCO1P46,processed_pseudogene,1,0,3,0,2,3,0,1,1,2
ENSG00000236008,LINC01814,lncRNA,57,300,8,19,11,13,37,94,32,18
ENSG00000236009,AL592309.2,lncRNA,0,1,0,0,0,1,0,0,0,0
ENSG00000236012,HIGD1AP12,processed_pseudogene,0,1,0,0,0,0,0,0,2,0
ENSG00000236013,AL357146.1,lncRNA,0,0,0,0,0,1,0,1,0,0
ENSG00000236015,AC011290.2,processed_pseudogene,11,15,10,30,21,26,55,15,24,41
ENSG00000236017,ASMTL-AS1,lncRNA,233,501,205,310,366,494,327,238,203,432
ENSG00000236017,ASMTL-AS1,lncRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000236018,AC004898.1,processed_pseudogene,77,81,164,39,76,79,83,48,77,81
ENSG00000236021,AL591043.2,lncRNA,16,11,3,15,8,14,12,24,21,18
ENSG00000236022,AC106017.1,lncRNA,0,0,0,0,0,0,0,1,0,0
ENSG00000236024,PRRX2-AS1,lncRNA,0,0,0,0,0,0,0,2,0,0
ENSG00000236025,AL139135.1,processed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000236026,AC009237.7,processed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000236027,PATE3,protein_coding,0,1,0,0,5,1,0,0,0,0
ENSG00000236028,AL354766.2,lncRNA,0,0,0,0,0,0,0,1,0,1
ENSG00000236031,AL591721.1,lncRNA,23,20,4,2,17,13,36,16,31,31
ENSG00000236032,OR5H14,protein_coding,1,0,0,0,0,0,0,0,0,0
ENSG00000236035,NSA2P1,processed_pseudogene,47,32,78,26,140,33,178,69,89,244
ENSG00000236036,LINC00445,lncRNA,0,1,0,0,0,0,0,0,1,0
ENSG00000236039,AC019117.1,lncRNA,9,28,0,7,2,2,1,4,41,1
ENSG00000236040,CHIAP1,unprocessed_pseudogene,1,2,0,0,0,1,0,0,1,0
ENSG00000236041,COX6CP18,processed_pseudogene,1,4,2,2,0,3,1,2,3,5
ENSG00000236042,Z74696.2,processed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000236044,FABP5P2,processed_pseudogene,5,0,1,4,23,1,11,51,0,2
ENSG00000236045,AL031283.2,lncRNA,0,1,0,0,0,0,0,0,0,0
ENSG00000236046,AC004920.1,lncRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000236047,RPL13AP12,processed_pseudogene,23,17,1,6,45,4,42,17,22,44
ENSG00000236048,SSBL5P,processed_pseudogene,1,2,2,2,0,3,1,2,0,3
ENSG00000236049,LINC01920,lncRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000236051,MYCBP2-AS1,lncRNA,40,49,17,19,42,24,33,30,61,24
ENSG00000236052,LINC01643,lncRNA,0,0,0,0,0,0,1,0,1,0
ENSG00000236053,LINC01067,lncRNA,0,1,1,2,4,9,1,2,19,6
ENSG00000236054,SYN3-AS1,lncRNA,0,0,0,0,0,3,0,1,0,0
ENSG00000236056,GAPDHP14,processed_pseudogene,2,3,95,1,4,81,14,6,2,2
ENSG00000236058,RPL17P36,processed_pseudogene,18,12,15,24,13,34,18,11,5,10
ENSG00000236060,HSPB1P1,processed_pseudogene,38,24,15,7,17,2,14,5,5,8
ENSG00000236062,GSTM5P1,processed_pseudogene,3,0,0,1,0,1,1,3,1,2
ENSG00000236064,AL109946.1,lncRNA,11,1,0,0,2,2,1,2,0,4
ENSG00000236065,AL020995.1,lncRNA,40,84,54,45,39,55,32,72,50,57
ENSG00000236068,AC091862.1,unitary_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000236069,AL136987.1,lncRNA,0,0,0,0,0,0,0,0,0,0
ENSG00000236072,SRSF2P1,processed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000236073,AL627311.1,processed_pseudogene,10,8,8,13,22,16,23,11,12,20
ENSG00000236075,AL359475.1,lncRNA,0,0,0,0,0,0,0,0,3,0
ENSG00000236076,LINC01072,lncRNA,4,0,7,7,3,1,0,0,1,1
ENSG00000236077,SLC6A14P1,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000236078,LINC01447,lncRNA,0,1,0,0,0,1,1,2,0,0
ENSG00000236079,Z85994.2,processed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000236080,YAP1P2,processed_pseudogene,0,0,0,0,0,0,1,0,0,0
ENSG00000236081,ELFN1-AS1,lncRNA,9,139,14,15,1,1,6,4,1,3
ENSG00000236083,OR13E1P,unitary_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000236085,ACTG1P4,processed_pseudogene,0,0,0,0,0,0,0,0,0,0
ENSG00000236086,HMGN2P28,processed_pseudogene,33,38,11,52,67,42,60,49,50,57
